season,date,opponent,opp_rank,ou_rank,site,result,ou_pts,opp_pts,margin,one_score,conf_game,game_type,overtime,era,conference,confidence,source,note
2009,2009-11-14,Texas A&M,,,H,W,65,10,55,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2009_Oklahoma_Sooners_football_team,
2009,2009-11-21,Texas Tech,,,A,L,13,41,-28,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2009_Oklahoma_Sooners_football_team,
2009,2009-11-28,Oklahoma State,11,,H,W,27,0,27,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2009_Oklahoma_Sooners_football_team,
2009,2009-12-31,Stanford,19,,N,W,31,27,4,Y,N,BOWL,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2009_Oklahoma_Sooners_football_team,Sun Bowl
2010,2010-09-04,Utah State,,7,H,W,31,24,7,Y,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,
2010,2010-09-11,Florida State,17,10,H,W,47,17,30,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,
2010,2010-09-18,Air Force,,7,H,W,27,24,3,Y,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,
2010,2010-09-25,Cincinnati,,8,A,W,31,29,2,Y,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,
2010,2010-10-02,Texas,21,8,N,W,28,20,8,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,
2010,2010-10-16,Iowa State,,6,H,W,52,0,52,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,
2010,2010-10-23,Missouri,18,3,A,L,27,36,-9,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,
2010,2010-10-30,Colorado,,11,H,W,43,10,33,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,
2010,2010-11-06,Texas A&M,,11,A,L,19,33,-14,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,
2010,2010-11-13,Texas Tech,,19,H,W,45,7,38,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,
2010,2010-11-20,Baylor,,16,A,W,53,24,29,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,
2010,2010-11-27,Oklahoma State,10,14,A,W,47,41,6,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,
2010,2010-12-04,Nebraska,13,10,N,W,23,20,3,Y,N,CCG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,Big 12 Championship Game / rivalry
2010,2011-01-01,Connecticut,25,9,N,W,48,20,28,N,N,BOWL,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2010_Oklahoma_Sooners_football_team,Fiesta Bowl
2011,2011-09-03,Tulsa,,1,H,W,47,14,33,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,
2011,2011-09-17,Florida State,5,1,A,W,23,13,10,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,
2011,2011-09-24,Missouri,,1,H,W,38,28,10,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,
2011,2011-10-01,Ball State,,2,H,W,62,6,56,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,
2011,2011-10-08,Texas,11,3,N,W,55,17,38,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,
2011,2011-10-15,Kansas,,3,A,W,47,17,30,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,
2011,2011-10-22,Texas Tech,,3,H,L,38,41,-3,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,
2011,2011-10-29,Kansas State,10,11,A,W,58,17,41,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,
2011,2011-11-05,Texas A&M,,7,H,W,41,25,16,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,
2011,2011-11-19,Baylor,25,5,A,L,38,45,-7,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,
2011,2011-11-26,Iowa State,,12,H,W,26,6,20,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,
2011,2011-12-03,Oklahoma State,3,13,A,L,10,44,-34,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,
2011,2011-12-30,Iowa,,12,N,W,31,14,17,N,N,BOWL,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2011_Oklahoma_Sooners_football_team,Insight Bowl
2012,2012-09-01,UTEP,,4,A,W,24,7,17,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,
2012,2012-09-08,Florida A&M,,5,H,W,69,13,56,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,
2012,2012-09-22,Kansas State,15,6,H,L,19,24,-5,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,
2012,2012-10-06,Texas Tech,,17,A,W,41,20,21,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,
2012,2012-10-13,Texas,15,13,N,W,63,21,42,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,
2012,2012-10-20,Kansas,,10,H,W,52,7,45,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,
2012,2012-10-27,Notre Dame,5,8,H,L,13,30,-17,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,
2012,2012-11-03,Iowa State,,14,A,W,35,20,15,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,
2012,2012-11-10,Baylor,,14,H,W,42,34,8,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,
2012,2012-11-17,West Virginia,,13,A,W,50,49,1,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,
2012,2012-11-24,Oklahoma State,22,14,H,W,51,48,3,Y,Y,REG,Y,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,
2012,2012-12-01,TCU,,12,A,W,24,17,7,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,
2012,2013-01-04,Texas A&M,10,12,N,L,13,41,-28,N,N,BOWL,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2012_Oklahoma_Sooners_football_team,Cotton Bowl Classic
2013,2013-08-31,Louisiana–Monroe,,16,H,W,34,0,34,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,
2013,2013-09-07,West Virginia,,16,H,W,16,7,9,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,
2013,2013-09-14,Tulsa,,14,H,W,51,20,31,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,
2013,2013-09-28,Notre Dame,22,14,A,W,35,21,14,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,
2013,2013-10-05,TCU,,11,H,W,20,17,3,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,
2013,2013-10-12,Texas,,12,N,L,20,36,-16,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,
2013,2013-10-19,Kansas,,18,A,W,34,19,15,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,
2013,2013-10-26,Texas Tech,10,17,H,W,38,30,8,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,
2013,2013-11-07,Baylor,5,12,A,L,12,41,-29,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,
2013,2013-11-16,Iowa State,,22,H,W,48,10,38,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,
2013,2013-11-23,Kansas State,,22,A,W,41,31,10,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,
2013,2013-12-07,Oklahoma State,6,18,A,W,33,24,9,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,
2013,2014-01-02,Alabama,3,10,N,W,45,31,14,N,N,BOWL,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2013_Oklahoma_Sooners_football_team,Sugar Bowl
2014,2014-08-30,Louisiana Tech,,4,H,W,48,16,32,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,
2014,2014-09-06,Tulsa,,4,A,W,52,7,45,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,
2014,2014-09-13,Tennessee,,4,H,W,34,10,24,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,
2014,2014-09-20,West Virginia,,4,A,W,45,33,12,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,
2014,2014-10-04,TCU,25,4,A,L,33,37,-4,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,
2014,2014-10-11,Texas,,11,N,W,31,26,5,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,
2014,2014-10-18,Kansas State,14,11,H,L,30,31,-1,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,
2014,2014-11-01,Iowa State,,18,A,W,59,14,45,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,
2014,2014-11-08,Baylor,12,15,H,L,14,48,-34,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,
2014,2014-11-15,Texas Tech,,,A,W,42,30,12,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,
2014,2014-11-22,Kansas,,21,H,W,44,7,37,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,
2014,2014-12-06,Oklahoma State,,20,H,L,35,38,-3,Y,Y,REG,Y,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,
2014,2014-12-29,Clemson,17,,N,L,6,40,-34,N,N,BOWL,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2014_Oklahoma_Sooners_football_team,Russell Athletic Bowl
2015,2015-09-05,Akron,,19,H,W,41,3,38,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,
2015,2015-09-12,Tennessee,23,19,A,W,31,24,7,Y,N,REG,Y,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,
2015,2015-09-19,Tulsa,,16,H,W,52,38,14,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,
2015,2015-10-03,West Virginia,23,15,H,W,44,24,20,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,
2015,2015-10-10,Texas,,10,N,L,17,24,-7,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,
2015,2015-10-17,Kansas State,,19,A,W,55,0,55,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,
2015,2015-10-24,Texas Tech,,17,H,W,63,27,36,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,
2015,2015-10-31,Kansas,,14,A,W,62,7,55,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,
2015,2015-11-07,Iowa State,,15,H,W,52,16,36,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,
2015,2015-11-14,Baylor,6,12,A,W,44,34,10,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,
2015,2015-11-21,TCU,18,7,H,W,30,29,1,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,
2015,2015-11-28,Oklahoma State,11,3,A,W,58,23,35,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,
2015,2015-12-31,Clemson,1,4,N,L,17,37,-20,N,N,CFP_SEMI,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2015_Oklahoma_Sooners_football_team,Orange Bowl–CFP Semifinal / College GameDay
2016,2016-09-03,Houston,15,3,N,L,23,33,-10,N,N,REG,N,Stoops,Big 12,CONFIRMED-score/CORRECTED-opp_rank,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,"OU's 2016 article template says opprank=14, but the AP preseason poll (Aug 21 2016) had Washington #14 and Houston #15; Houston's own 2016 article (rank=15, opprank=3), the Wikipedia 2016 AP rankings page, CBS Sports and NCAA.com all say #15. Five independent confirmations."
2016,2016-09-10,Louisiana–Monroe,,14,H,W,59,17,42,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,
2016,2016-09-17,Ohio State,3,14,H,L,24,45,-21,N,N,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,
2016,2016-10-01,TCU,21,,A,W,52,46,6,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,
2016,2016-10-08,Texas,,20,N,W,45,40,5,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,
2016,2016-10-15,Kansas State,,19,H,W,38,17,21,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,
2016,2016-10-22,Texas Tech,,16,A,W,66,59,7,Y,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,
2016,2016-10-29,Kansas,,16,H,W,56,3,53,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,
2016,2016-11-03,Iowa State,,14,A,W,34,24,10,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,
2016,2016-11-12,Baylor,,11,H,W,45,24,21,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,
2016,2016-11-19,West Virginia,14,9,A,W,56,28,28,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,
2016,2016-12-03,Oklahoma State,10,9,H,W,38,20,18,N,Y,REG,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,
2016,2017-01-02,Auburn,14,7,N,W,35,19,16,N,N,BOWL,N,Stoops,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2016_Oklahoma_Sooners_football_team,Sugar Bowl
2017,2017-09-02,UTEP,,7,H,W,56,7,49,N,N,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,
2017,2017-09-09,Ohio State,2,5,A,W,31,16,15,N,N,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,
2017,2017-09-16,Tulane,,2,H,W,56,14,42,N,N,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,
2017,2017-09-23,Baylor,,3,A,W,49,41,8,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,
2017,2017-10-07,Iowa State,,3,H,L,31,38,-7,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,
2017,2017-10-14,Texas,,12,N,W,29,24,5,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,
2017,2017-10-21,Kansas State,,9,A,W,42,35,7,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,
2017,2017-10-28,Texas Tech,,10,H,W,49,27,22,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,
2017,2017-11-04,Oklahoma State,11,5,A,W,62,52,10,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,
2017,2017-11-11,TCU,6,5,H,W,38,20,18,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,
2017,2017-11-18,Kansas,,4,A,W,41,3,38,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,
2017,2017-11-25,West Virginia,,4,H,W,59,31,28,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,
2017,2017-12-02,TCU,11,3,N,W,41,17,24,N,N,CCG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,Big 12 Championship Game
2017,2018-01-01,Georgia,3,2,N,L,48,54,-6,Y,N,CFP_SEMI,Y,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2017_Oklahoma_Sooners_football_team,Rose Bowl–CFP Semifinal) (College GameDay
2018,2018-09-01,Florida Atlantic,,7,H,W,63,14,49,N,N,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,
2018,2018-09-08,UCLA,,6,H,W,49,21,28,N,N,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,
2018,2018-09-15,Iowa State,,5,A,W,37,27,10,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,
2018,2018-09-22,Army,,5,H,W,28,21,7,Y,N,REG,Y,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,
2018,2018-09-29,Baylor,,6,H,W,66,33,33,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,
2018,2018-10-06,Texas,19,7,N,L,45,48,-3,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,
2018,2018-10-20,TCU,,9,A,W,52,27,25,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,
2018,2018-10-27,Kansas State,,8,H,W,51,14,37,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,
2018,2018-11-03,Texas Tech,,7,A,W,51,46,5,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,
2018,2018-11-10,Oklahoma State,,6,H,W,48,47,1,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,
2018,2018-11-17,Kansas,,6,H,W,55,40,15,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,
2018,2018-11-23,West Virginia,13,6,A,W,59,56,3,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,
2018,2018-12-01,Texas,14,5,N,W,39,27,12,N,N,CCG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,Red River Showdown/Big 12 Championship Game
2018,2018-12-29,Alabama,1,4,N,L,34,45,-11,N,N,CFP_SEMI,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2018_Oklahoma_Sooners_football_team,Orange Bowl&ndash;CFP Semifinal) (College GameDay / SEC Nation
2019,2019-09-01,Houston,,4,H,W,49,31,18,N,N,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,
2019,2019-09-07,South Dakota,,4,H,W,70,14,56,N,N,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,
2019,2019-09-14,UCLA,,5,A,W,48,14,34,N,N,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,
2019,2019-09-28,Texas Tech,,6,H,W,55,16,39,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,
2019,2019-10-05,Kansas,,6,A,W,45,20,25,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,
2019,2019-10-12,Texas,11,6,N,W,34,27,7,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,
2019,2019-10-19,West Virginia,,5,H,W,52,14,38,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,
2019,2019-10-26,Kansas State,,5,A,L,41,48,-7,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,
2019,2019-11-09,Iowa State,,9,H,W,42,41,1,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,
2019,2019-11-16,Baylor,13,10,A,W,34,31,3,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,
2019,2019-11-23,TCU,,8,H,W,28,24,4,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,
2019,2019-11-30,Oklahoma State,21,7,A,W,34,16,18,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,
2019,2019-12-07,Baylor,7,6,N,W,30,23,7,Y,N,CCG,Y,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,Big 12 Championship Game
2019,2019-12-28,LSU,1,4,N,L,28,63,-35,N,N,CFP_SEMI,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2019_Oklahoma_Sooners_football_team,Peach Bowl - CFP Semifinal / SEC Nation
2020,2020-09-12,Missouri State,,5,H,W,48,0,48,N,N,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2020_Oklahoma_Sooners_football_team,
2020,2020-09-26,Kansas State,,3,H,L,35,38,-3,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2020_Oklahoma_Sooners_football_team,
2020,2020-10-03,Iowa State,,18,A,L,30,37,-7,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2020_Oklahoma_Sooners_football_team,
2020,2020-10-10,Texas,22,,N,W,53,45,8,Y,Y,REG,Y,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2020_Oklahoma_Sooners_football_team,
